DATE,MONTH,ROMA_cloud_cover,ROMA_humidity,ROMA_pressure,ROMA_global_radiation,ROMA_sunshine,ROMA_temp_mean,ROMA_temp_min,ROMA_temp_max
20040211,2,5,0.84,1.021,0.65,0.2,6.8,2.8,10.8
20040212,2,1,0.68,1.0189,1.42,8.6,6.1,1.8,10.4
20040213,2,4,0.79,1.0279,0.68,3.0,3.7,-0.6,8.0
20040214,2,6,0.89,1.024,0.36,0.9,5.0,1.8,8.2
20040215,2,7,0.88,1.0181,0.65,0.6,8.0,5.2,10.8
20040216,2,4,0.87,1.019,0.86,3.4,7.9,2.8,13.0
20040217,2,2,0.74,1.0233,1.48,9.7,7.2,2.2,12.2
20040218,2,3,0.86,1.0187,0.83,4.6,5.9,0.8,11.0
20040219,2,8,0.94,1.009,0.07,0.0,8.6,7.0,10.2
20040220,2,6,0.69,1.0144,1.14,2.7,13.1,5.2,21.0
20040221,2,7,0.45,1.0153,0.29,0.0,15.5,12.6,18.4
20040222,2,8,0.91,1.0079,0.17,0.0,12.7,12.0,13.4
20040223,2,6,0.82,1.0077,0.94,6.0,11.6,9.8,13.4
20040224,2,6,0.83,1.0087,0.3,0.4,8.0,4.8,11.2
20040225,2,5,0.89,1.0111,0.5,0.0,7.1,2.8,11.4
20040226,2,8,0.96,0.9997,0.21,0.0,10.4,7.8,13.0
20040227,2,6,0.72,0.9973,0.83,1.8,8.1,6.0,10.2
20040228,2,7,0.83,0.9977,0.86,4.4,6.9,4.4,9.4
20040229,2,7,0.8,1.0072,0.96,0.6,5.3,2.0,8.6
20040301,3,6,0.88,1.0131,0.85,2.6,4.6,1.2,8.0
20040302,3,3,0.7,1.0198,1.82,10.0,4.9,0.6,9.2
20040303,3,0,0.57,1.023,1.86,10.0,5.3,0.0,10.6
20040304,3,1,0.49,1.0194,1.87,10.2,7.7,1.8,13.6
20040305,3,4,0.73,1.0182,1.4,7.9,7.7,2.4,13.0
20040306,3,6,0.64,1.02,1.41,4.6,9.0,4.8,13.2
20040307,3,7,0.92,1.0141,0.55,2.0,9.8,7.0,12.6
20040308,3,7,0.85,1.0137,1.41,6.4,6.6,3.0,10.2
20040309,3,2,0.66,1.0166,1.66,8.5,6.1,1.8,10.4
20040310,3,5,0.72,1.0217,0.68,1.2,5.7,1.0,10.4
20040311,3,7,0.91,1.0141,0.71,1.3,7.5,5.0,10.0
20040312,3,3,0.85,1.0211,1.79,9.3,7.6,2.0,13.2
20040313,3,4,0.8,1.0265,1.57,7.2,9.4,3.4,15.4
20040314,3,3,0.83,1.0304,1.51,6.6,10.6,5.4,15.8
20040315,3,3,0.89,1.0321,1.76,8.6,11.8,6.2,17.4
20040316,3,1,0.88,1.0321,1.81,9.0,12.7,7.0,18.4
20040317,3,2,0.96,1.0307,1.86,9.3,12.0,6.8,17.2
20040318,3,7,0.97,1.0296,0.52,0.3,11.6,8.4,14.8
20040319,3,6,0.89,1.0285,1.21,4.0,11.9,9.6,14.2
20040320,3,8,0.86,1.027,0.4,0.0,11.8,10.0,13.6
20040321,3,7,0.89,1.0218,0.4,0.0,12.8,11.0,14.6
20040322,3,7,0.88,1.0137,0.98,2.4,11.9,8.8,15.0
20040323,3,6,0.83,1.0036,1.28,4.2,9.8,7.2,12.4
20040324,3,5,0.81,1.0035,1.43,5.2,9.2,6.4,12.0
20040325,3,6,0.76,1.0096,1.58,6.2,10.2,8.0,12.4
20040326,3,5,0.76,1.0069,1.6,6.3,9.5,6.0,13.0
20040327,3,3,0.79,1.0101,1.97,9.1,8.7,3.8,13.6
20040328,3,5,0.77,1.0145,1.95,8.8,10.3,4.4,16.2
20040329,3,5,0.76,1.0157,1.14,3.0,10.7,5.4,16.0
20040330,3,7,0.79,1.0155,0.44,0.0,11.3,8.6,14.0
20040331,3,8,0.95,1.0143,0.67,0.6,12.7,10.6,14.8
20040401,4,7,0.92,1.0115,1.16,3.0,12.9,9.8,16.0
20040402,4,3,0.9,1.0171,2.23,10.6,12.7,8.2,17.2
20040403,4,5,0.91,1.0224,1.5,5.0,12.6,9.0,16.2
20040404,4,3,0.88,1.0244,2.22,10.3,12.6,8.0,17.2
20040405,4,5,0.83,1.0211,1.88,7.6,12.5,8.0,17.0
20040406,4,6,0.82,1.0119,1.07,2.3,13.2,12.0,14.4
20040407,4,5,0.87,1.0081,1.56,5.2,12.9,11.0,14.8
20040408,4,3,0.78,1.0121,2.28,10.4,11.9,8.6,15.2
20040409,4,8,0.84,1.0065,0.47,0.0,12.1,9.0,15.2
20040410,4,7,0.9,1.0067,1.13,2.5,12.5,10.0,15.0
20040411,4,7,0.88,1.0093,0.59,0.2,12.1,8.8,15.4
20040412,4,8,0.95,1.0085,0.85,1.1,12.2,10.6,13.8
20040413,4,6,0.89,1.0124,1.64,5.4,11.9,9.6,14.2
20040414,4,4,0.83,1.0172,1.68,5.6,11.9,8.8,15.0
20040415,4,3,0.79,1.0233,1.64,5.3,11.8,7.2,16.4
20040416,4,7,0.89,1.0164,0.49,0.0,12.4,9.6,15.2
20040417,4,8,0.96,1.0048,0.5,0.0,14.9,12.6,17.2
20040418,4,7,0.91,1.0035,1.7,5.5,14.5,12.2,16.8
20040419,4,7,0.93,0.9988,0.98,1.5,11.9,7.6,16.2
20040420,4,5,0.83,1.0028,1.95,7.1,12.6,7.8,17.4
20040421,4,1,0.81,1.0143,2.62,12.0,13.7,7.8,19.6
20040422,4,2,0.86,1.0149,2.58,11.6,15.1,9.6,20.6
20040423,4,7,0.93,1.0128,1.1,2.0,15.0,11.6,18.4
20040424,4,7,0.89,1.0115,1.47,3.9,15.8,12.4,19.2
20040425,4,8,0.96,1.01,0.52,0.0,11.6,9.2,14.0
20040426,4,4,0.83,1.0112,2.06,7.5,15.1,8.8,21.4
20040427,4,4,0.81,1.0124,2.08,7.6,15.6,12.0,19.2
20040428,4,2,0.8,1.0136,2.82,11.6,15.0,10.2,19.8
20040429,4,7,0.77,1.0084,0.87,0.3,15.2,10.8,19.6
20040430,4,7,0.93,1.0042,0.96,0.3,15.3,12.8,17.8
20040501,5,4,0.87,1.0095,2.18,8.3,15.2,11.0,19.4
20040502,5,4,0.82,1.0125,2.32,9.2,15.1,11.0,19.2
20040503,5,5,0.64,1.0055,1.97,6.8,17.6,10.8,24.4
20040504,5,6,0.74,0.9978,2.42,9.8,16.5,14.0,19.0
20040505,5,7,0.91,0.9951,1.29,2.8,14.2,11.8,16.6
20040506,5,7,0.89,0.997,1.12,2.0,12.8,10.0,15.6
20040507,5,5,0.81,1.0066,1.76,5.4,13.1,10.0,16.2
20040508,5,4,0.78,1.0093,2.22,10.2,12.4,9.6,15.2
20040509,5,3,0.75,1.0099,2.95,11.5,13.0,9.2,16.8
20040510,5,3,0.76,1.0119,2.84,11.5,13.9,8.4,19.4
20040511,5,4,0.75,1.0163,2.61,11.3,15.1,10.0,20.2
20040512,5,6,0.73,1.0071,2.18,7.2,18.6,12.6,24.6
20040513,5,5,0.78,1.0032,2.39,10.0,17.0,12.6,21.4
20040514,5,5,0.88,1.0135,1.43,4.3,16.0,12.4,19.6
20040515,5,2,0.81,1.0196,2.63,10.0,15.5,10.0,21.0
20040516,5,3,0.71,1.0167,2.83,9.4,15.7,10.0,21.4
20040517,5,1,0.57,1.0179,3.09,12.2,16.1,10.0,22.2
20040518,5,1,0.61,1.0222,3.11,12.2,16.1,10.0,22.2
20040519,5,3,0.79,1.0244,3.0,12.2,18.1,13.8,22.4
20040520,5,2,0.77,1.0217,2.95,11.6,18.3,13.6,23.0
20040521,5,2,0.63,1.0176,2.91,11.0,17.4,13.0,21.8
20040522,5,5,0.81,1.0144,2.63,11.0,17.2,13.6,20.8
20040523,5,7,0.92,1.0134,1.11,1.5,17.6,14.6,20.6
20040524,5,4,0.75,1.0164,3.02,12.0,16.6,11.6,21.6
20040525,5,1,0.67,1.0181,3.19,12.2,15.8,10.6,21.0
20040526,5,4,0.76,1.0173,2.93,11.0,17.0,11.2,22.8
20040527,5,5,0.66,1.0184,2.28,5.6,18.2,13.2,23.2
20040528,5,6,0.79,1.0176,2.33,6.2,18.7,15.0,22.4
20040529,5,2,0.73,1.0165,2.85,12.5,18.1,13.4,22.8
20040530,5,3,0.72,1.0188,2.84,9.9,18.2,12.0,24.4
20040531,5,3,0.75,1.0186,2.78,11.2,18.6,13.0,24.2
20040601,6,7,0.78,1.0175,1.9,2.7,19.7,17.6,21.8
20040602,6,6,0.92,1.0142,2.01,5.5,20.2,17.2,23.2
20040603,6,5,0.87,1.0102,1.91,5.0,18.9,14.6,23.2
20040604,6,4,0.72,1.009,1.87,3.6,17.7,12.4,23.0
20040605,6,4,0.78,1.0096,2.6,8.6,18.5,13.0,24.0
20040606,6,5,0.93,1.0126,1.43,4.3,18.3,15.0,21.6
20040607,6,2,0.77,1.0193,2.92,12.4,18.9,13.4,24.4
20040608,6,2,0.73,1.0217,3.0,11.6,20.4,14.6,26.2
20040609,6,0,0.72,1.0216,2.96,12.8,21.3,15.4,27.2
20040610,6,2,0.63,1.0214,3.06,12.5,22.7,16.0,29.4
20040611,6,1,0.69,1.0193,3.07,12.8,24.2,17.8,30.6
20040612,6,2,0.54,1.017,3.14,12.0,23.1,17.8,28.4
20040613,6,4,0.65,1.0129,2.39,8.4,22.8,19.2,26.4
20040614,6,4,0.73,1.0149,2.61,9.6,21.7,17.0,26.4
20040615,6,2,0.71,1.0174,3.12,12.5,20.1,15.4,24.8
20040616,6,3,0.66,1.0133,3.03,11.6,20.5,15.0,26.0
20040617,6,6,0.71,1.0081,0.84,0.5,21.7,18.4,25.0
20040618,6,0,0.63,1.0055,3.18,12.0,22.3,16.0,28.6
20040619,6,3,0.67,1.0068,2.84,9.5,21.5,16.2,26.8
20040620,6,4,0.7,1.0063,2.82,11.1,23.3,19.6,27.0
20040621,6,3,0.73,1.0144,3.06,11.9,21.9,18.8,25.0
20040622,6,2,0.7,1.0196,3.01,12.0,22.5,17.6,27.4
20040623,6,4,0.6,1.0173,2.78,9.6,23.4,16.8,30.0
20040624,6,1,0.68,1.0141,3.12,12.6,22.4,18.2,26.6
20040625,6,2,0.69,1.0147,3.01,11.5,22.9,18.6,27.2
20040626,6,2,0.75,1.0178,3.09,12.0,23.4,17.4,29.4
20040627,6,4,0.6,1.0196,2.88,12.0,24.4,17.4,31.4
20040628,6,1,0.52,1.0204,3.02,12.0,26.6,20.0,33.2
20040629,6,1,0.6,1.0174,2.95,12.0,25.0,19.6,30.4
20040630,6,1,0.74,1.0158,3.05,12.2,25.2,20.0,30.4
20040701,7,2,0.78,1.0152,3.05,12.1,24.1,18.8,29.4
20040702,7,1,0.66,1.0134,3.03,12.1,24.5,19.0,30.0
20040703,7,1,0.72,1.0136,3.12,12.2,25.1,20.8,29.4
20040704,7,1,0.71,1.0165,3.03,12.3,25.1,20.4,29.8
20040705,7,0,0.58,1.0177,2.92,11.8,25.4,18.6,32.2
20040706,7,0,0.48,1.016,2.96,12.2,27.8,20.8,34.8
20040707,7,0,0.42,1.0154,2.89,11.6,27.2,20.0,34.4
20040708,7,4,0.44,1.0153,2.44,7.4,28.1,21.6,34.6
20040709,7,2,0.64,1.0149,2.53,10.6,25.5,21.0,30.0
20040710,7,1,0.62,1.0149,3.08,12.1,23.9,18.6,29.2
20040711,7,1,0.71,1.0116,2.98,12.1,22.7,18.8,26.6
20040712,7,3,0.73,1.0082,2.0,5.5,21.1,17.4,24.8
20040713,7,1,0.64,1.0102,3.03,11.6,21.1,14.8,27.4
20040714,7,2,0.7,1.0146,2.53,10.4,21.4,15.2,27.6
20040715,7,0,0.59,1.0166,2.87,12.5,21.8,15.0,28.6
20040716,7,1,0.52,1.0171,2.9,12.0,23.7,17.0,30.4
20040717,7,0,0.49,1.0188,2.96,12.6,24.7,18.0,31.4
20040718,7,1,0.49,1.0195,2.97,12.2,25.1,18.0,32.2
20040719,7,0,0.54,1.0182,2.94,12.0,25.9,19.0,32.8
20040720,7,0,0.55,1.0164,2.93,12.1,25.8,19.0,32.6
20040721,7,0,0.53,1.0168,2.82,12.4,26.9,20.4,33.4
20040722,7,0,0.55,1.0174,2.88,12.0,26.2,18.8,33.6
20040723,7,0,0.52,1.0167,2.83,11.8,28.4,21.2,35.6
20040724,7,0,0.58,1.0125,2.69,11.5,27.3,21.4,33.2
20040725,7,7,0.94,1.0065,0.4,0.7,23.2,20.6,25.8
20040726,7,2,0.73,1.0052,2.41,9.2,25.3,19.6,31.0
20040727,7,2,0.69,1.0082,2.45,10.5,24.6,18.8,30.4
20040728,7,2,0.68,1.0134,2.84,12.0,23.5,18.0,29.0
20040729,7,1,0.74,1.0147,2.64,12.0,23.2,18.2,28.2
20040730,7,1,0.65,1.0162,2.77,11.8,24.0,18.6,29.4
20040731,7,1,0.67,1.0163,2.76,11.8,26.0,20.2,31.8
20040801,8,1,0.69,1.0153,2.64,11.8,26.5,21.2,31.8
20040802,8,3,0.71,1.0142,2.52,11.3,26.1,20.4,31.8
20040803,8,4,0.72,1.0111,2.53,11.1,26.4,21.2,31.6
20040804,8,3,0.72,1.0101,2.51,11.4,25.9,21.2,30.6
20040805,8,4,0.78,1.01,1.77,6.0,25.4,20.8,30.0
20040806,8,6,0.86,1.0109,1.63,3.0,23.5,19.6,27.4
20040807,8,2,0.83,1.0135,2.03,9.4,23.5,18.8,28.2
20040808,8,3,0.82,1.013,2.3,9.4,24.4,19.6,29.2
20040809,8,3,0.76,1.0124,2.39,10.2,24.7,19.8,29.6
20040810,8,0,0.74,1.0122,2.55,11.4,26.1,21.0,31.2
20040811,8,1,0.81,1.0123,2.5,11.4,26.4,22.0,30.8
20040812,8,2,0.8,1.0122,2.43,11.6,26.2,21.8,30.6
20040813,8,3,0.81,1.0118,2.3,11.8,25.5,22.2,28.8
20040814,8,0,0.65,1.0116,2.63,11.8,24.7,19.4,30.0
20040815,8,1,0.65,1.0144,2.67,12.0,25.0,19.8,30.2
20040816,8,2,0.71,1.0144,2.6,12.0,24.6,19.8,29.4
20040817,8,1,0.65,1.0144,2.52,11.8,24.8,19.0,30.6
20040818,8,1,0.64,1.0169,2.61,11.9,24.2,18.4,30.0
20040819,8,2,0.5,1.0163,2.35,9.3,26.3,21.4,31.2
20040820,8,1,0.58,1.0115,2.6,11.6,27.3,22.4,32.2
20040821,8,1,0.7,1.0116,2.41,11.6,24.3,20.0,28.6
20040822,8,1,0.61,1.0175,2.62,11.8,23.4,16.8,30.0
20040823,8,0,0.67,1.021,2.52,11.1,23.0,17.0,29.0
20040824,8,1,0.62,1.02,2.38,9.3,23.7,17.0,30.4
20040825,8,3,0.64,1.0155,2.19,9.7,24.0,19.0,29.0
20040826,8,2,0.73,1.0098,2.14,10.0,23.9,19.6,28.2
20040827,8,2,0.64,1.0137,2.41,11.1,22.8,16.6,29.0
20040828,8,1,0.7,1.0155,2.45,11.1,23.3,17.8,28.8
20040829,8,1,0.69,1.0164,2.42,11.5,22.5,16.4,28.6
20040830,8,3,0.79,1.017,1.97,7.6,22.3,17.2,27.4
20040831,8,2,0.8,1.015,1.87,9.0,23.0,18.4,27.4
20040901,9,3,0.82,1.0152,1.66,8.0,24.2,20.4,28.0
20040902,9,1,0.78,1.017,2.31,10.5,23.9,18.2,29.6
20040903,9,1,0.74,1.0206,2.22,10.5,25.0,18.0,32.0
20040904,9,1,0.7,1.0208,2.11,10.4,25.5,19.6,31.4
20040905,9,1,0.61,1.0189,2.18,10.5,25.2,19.8,30.6
20040906,9,1,0.51,1.0185,2.01,8.5,24.5,19.2,29.8
20040907,9,3,0.64,1.0208,2.13,10.0,25.1,20.2,30.0
20040908,9,1,0.63,1.0211,2.12,10.5,23.0,16.6,29.4
20040909,9,0,0.56,1.0222,2.14,10.5,22.6,16.0,29.2
20040910,9,1,0.73,1.0228,2.16,10.5,21.5,15.4,27.6
20040911,9,1,0.74,1.0233,1.81,8.7,22.4,16.8,28.0
20040912,9,4,0.79,1.0208,1.61,7.3,23.1,18.4,27.8
20040913,9,3,0.84,1.0186,1.53,5.5,24.0,19.8,28.2
20040914,9,4,0.75,1.0176,1.85,8.0,23.9,18.8,29.0
20040915,9,4,0.83,1.0167,1.0,4.6,23.5,19.6,27.4
20040916,9,5,0.89,1.0166,1.18,4.2,21.9,17.8,26.0
20040917,9,6,0.92,1.0159,0.84,2.1,19.6,16.4,22.8
20040918,9,4,0.89,1.0165,0.95,3.4,20.7,16.4,25.0
20040919,9,2,0.84,1.0151,1.89,9.6,21.0,15.8,26.2
20040920,9,2,0.81,1.0158,1.88,10.2,22.6,17.4,27.8
20040921,9,2,0.83,1.0163,1.9,10.5,21.4,16.2,26.6
20040922,9,4,0.84,1.0134,1.44,6.5,21.8,18.2,25.4
20040923,9,2,0.85,1.0119,1.77,9.6,20.9,15.8,26.0
20040924,9,6,0.92,1.0036,1.13,4.2,19.1,15.0,23.2
20040925,9,5,0.74,1.0046,1.4,6.5,17.2,12.8,21.6
20040926,9,5,0.63,1.0101,1.6,8.3,17.2,13.4,21.0
20040927,9,4,0.7,1.0147,1.36,6.3,17.0,11.8,22.2
20040928,9,2,0.81,1.0189,1.36,6.4,16.9,11.4,22.4
20040929,9,2,0.76,1.0189,1.74,10.0,17.6,11.2,24.0
20040930,9,3,0.77,1.0213,1.41,7.0,18.5,0.0,24.2
20041001,10,2,0.83,1.0228,1.64,9.3,20.1,15.0,25.2
20041002,10,2,0.85,1.0231,1.67,9.8,19.8,14.8,24.8
20041003,10,3,0.86,1.0232,1.63,9.5,19.5,14.8,24.2
20041004,10,3,0.86,1.0226,1.38,7.2,20.0,14.6,25.4
20041005,10,2,0.85,1.0225,1.49,8.4,20.2,15.4,25.0
20041006,10,1,0.84,1.0214,1.51,8.7,20.1,15.0,25.2
20041007,10,2,0.9,1.0197,1.33,7.0,19.9,14.8,25.0
20041008,10,2,0.87,1.0183,1.47,8.5,20.6,15.8,25.4
20041009,10,5,0.89,1.0154,0.91,3.5,20.5,16.0,25.0
20041010,10,5,0.92,1.0126,0.38,0.2,20.4,17.0,23.8
20041011,10,5,0.74,1.0142,1.31,7.3,19.2,15.8,22.6
20041012,10,4,0.84,1.0155,1.32,7.5,17.9,14.2,21.6
20041013,10,7,0.87,1.0152,0.46,0.6,17.1,14.0,20.2
20041014,10,5,0.84,1.0129,1.1,5.6,16.6,12.6,20.6
20041015,10,6,0.85,1.0103,0.86,3.5,16.1,13.2,19.0
20041016,10,6,0.78,1.0073,1.24,7.2,16.6,14.6,18.6
20041017,10,5,0.78,1.0105,1.12,6.1,16.3,13.4,19.2
20041018,10,4,0.81,1.0164,1.22,7.2,16.5,12.8,20.2
20041019,10,6,0.82,1.0145,0.45,0.7,18.4,15.0,21.8
20041020,10,3,0.86,1.0157,1.34,8.8,19.3,15.0,23.6
20041021,10,2,0.85,1.0176,1.29,8.3,20.0,14.6,25.4
20041022,10,2,0.85,1.0205,1.16,7.0,20.1,15.2,25.0
20041023,10,3,0.93,1.0212,1.29,8.6,19.6,16.0,23.2
20041024,10,4,0.97,1.0212,1.08,6.4,18.3,15.0,21.6
20041025,10,0,0.92,1.0186,1.3,9.0,17.8,12.6,23.0
20041026,10,3,0.82,1.0121,0.82,3.9,18.6,13.0,24.2
20041027,10,6,0.99,1.0096,0.67,2.6,16.5,13.8,19.2
20041028,10,6,0.86,1.0106,0.36,0.4,16.0,12.6,19.4
20041029,10,7,0.85,1.0086,0.74,3.4,20.1,18.4,21.8
20041030,10,8,0.93,1.0071,0.33,0.3,19.6,17.8,21.4
20041031,10,6,0.89,1.0087,0.97,5.9,20.5,17.8,23.2
20041101,11,5,0.84,1.0131,0.78,4.0,21.4,17.8,25.0
20041102,11,4,0.6,1.0113,0.94,5.0,20.7,16.0,25.4
20041103,11,3,0.86,1.0151,0.93,5.2,18.6,14.8,22.4
20041104,11,3,0.83,1.0174,1.01,6.5,18.9,13.8,24.0
20041105,11,2,0.86,1.0176,0.91,7.5,17.3,12.8,21.8
20041106,11,4,0.92,1.0146,0.79,4.3,16.2,12.4,20.0
20041107,11,7,0.93,1.0065,0.1,0.0,13.1,10.0,16.2
20041108,11,4,0.67,1.0031,0.85,5.1,10.0,0.0,12.6
20041109,11,5,0.81,1.006,0.56,0.8,8.1,3.0,13.2
20041110,11,7,0.87,1.0016,0.52,2.8,10.7,8.2,13.2
20041111,11,8,0.9,1.0071,0.12,0.0,11.5,9.8,13.2
20041112,11,7,0.87,1.0113,0.6,3.6,13.8,10.2,17.4
20041113,11,6,0.91,1.0049,0.45,0.4,14.5,10.8,18.2
20041114,11,8,0.75,0.9982,0.36,0.6,11.8,9.4,14.2
20041115,11,7,0.79,1.0097,0.31,0.0,9.6,7.2,12.0
20041116,11,3,0.77,1.0163,1.02,8.6,10.2,6.2,14.2
20041117,11,1,0.82,1.0241,0.99,8.6,9.9,4.0,15.8
20041118,11,3,0.88,1.0238,0.8,7.5,9.8,4.4,15.2
20041119,11,7,0.89,1.0123,0.1,0.0,12.9,10.4,15.4
20041120,11,3,0.58,1.0142,0.93,6.5,9.0,4.6,13.4
20041121,11,0,0.68,1.0238,1.05,8.5,6.4,1.8,11.0
20041122,11,5,0.78,1.0294,0.31,1.6,7.4,2.8,12.0
20041123,11,6,0.9,1.0232,0.48,2.6,12.8,9.4,16.2
20041124,11,1,0.89,1.0226,0.87,7.5,10.8,6.4,15.2
20041125,11,4,0.89,1.0278,0.55,3.0,9.8,5.6,14.0
20041126,11,7,0.94,1.0299,0.11,0.0,10.8,8.8,12.8
20041127,11,7,0.94,1.0233,0.11,0.0,11.5,10.0,13.0
20041128,11,4,0.89,1.0219,0.85,6.8,11.5,7.8,15.2
20041129,11,6,0.88,1.0177,0.64,4.5,12.1,8.4,15.8
20041130,11,7,0.93,1.0122,0.18,0.0,14.2,0.0,0.0
20041201,12,7,0.88,1.0119,0.18,0.0,13.5,9.6,17.4
20041202,12,2,0.86,1.0147,0.75,5.7,16.3,13.2,19.4
20041203,12,4,0.89,1.0184,0.62,1.6,15.9,13.2,18.6
20041204,12,7,0.87,1.021,0.12,0.0,15.0,13.0,17.0
20041205,12,8,0.89,1.0203,0.22,0.2,15.2,13.0,17.4
20041206,12,4,0.91,1.0215,0.7,5.9,14.5,11.0,18.0
20041207,12,2,0.84,1.0235,0.71,6.2,14.8,10.2,19.4
20041208,12,6,0.89,1.0214,0.09,0.0,13.1,11.8,14.4
20041209,12,5,0.86,1.0169,0.44,1.0,15.6,12.2,19.0
20041210,12,6,0.85,1.0157,0.25,0.2,11.9,9.0,14.8
20041211,12,2,0.79,1.0215,0.72,6.8,11.1,7.4,14.8
20041212,12,1,0.86,1.0251,0.67,6.6,10.8,6.0,15.6
20041213,12,0,0.88,1.0269,0.77,7.6,10.2,5.2,15.2
20041214,12,0,0.88,1.0276,0.77,7.5,9.2,4.8,13.6
20041215,12,2,0.89,1.0267,0.73,7.0,9.5,4.6,14.4
20041216,12,6,0.91,1.0212,0.15,0.0,9.3,6.0,12.6
20041217,12,7,0.9,1.0078,0.36,1.1,11.7,9.8,13.6
20041218,12,5,0.7,0.9994,0.75,6.2,8.3,5.0,11.6
20041219,12,4,0.61,1.0068,0.64,4.4,7.0,2.8,11.2
20041220,12,7,0.83,1.0051,0.29,0.0,9.8,7.6,12.0
20041221,12,3,0.62,1.0139,0.78,7.8,6.9,3.8,10.0
20041222,12,4,0.76,1.018,0.5,3.4,5.4,2.6,8.2
20041223,12,1,0.78,1.0194,0.83,7.8,3.9,-0.2,8.0
20041224,12,7,0.91,1.0173,0.15,0.8,6.0,2.0,10.0
20041225,12,8,0.91,1.0113,0.07,0.0,10.0,8.6,11.4
20041226,12,7,0.9,0.9957,0.25,0.2,10.3,8.4,12.2
20041227,12,7,0.86,1.0051,0.28,0.4,9.4,7.2,11.6
20041228,12,5,0.86,1.0096,0.7,6.0,8.0,5.4,10.6
20041229,12,7,0.83,1.0067,0.32,0.5,8.1,6.8,9.4
20041230,12,1,0.56,1.0186,0.86,8.0,8.1,4.6,11.6
20041231,12,0,0.71,1.0217,0.86,7.8,7.3,2.6,12.0
20050101,1,2,0.78,1.0238,0.79,6.4,5.2,0.2,10.2
20050102,1,1,0.76,1.0246,0.76,7.6,5.4,0.2,10.6
20050103,1,1,0.65,1.0245,0.84,8.4,6.7,1.8,11.6
20050104,1,0,0.58,1.0337,0.89,8.4,6.2,0.8,11.6
20050105,1,1,0.76,1.0336,0.82,7.0,6.3,1.0,11.6
20050106,1,2,0.78,1.0305,0.77,6.8,8.1,3.8,12.4
20050107,1,0,0.66,1.0354,0.87,8.0,7.8,2.6,13.0
20050108,1,0,0.74,1.0342,0.88,8.0,6.3,1.6,11.0
20050109,1,3,0.76,1.033,0.48,3.6,7.1,2.2,12.0
20050110,1,1,0.78,1.0338,0.87,7.2,6.3,1.4,11.2
20050111,1,3,0.74,1.0318,0.77,5.9,6.1,1.8,10.4
20050112,1,7,0.81,1.0295,0.11,0.0,6.7,5.0,8.4
20050113,1,6,0.86,1.0253,0.44,0.8,7.7,5.6,9.8
20050114,1,1,0.72,1.0239,0.9,8.0,6.5,2.4,10.6
20050115,1,1,0.61,1.025,0.89,8.1,5.5,1.2,9.8
20050116,1,0,0.58,1.025,1.0,8.4,4.8,0.0,9.6
20050117,1,0,0.6,1.0249,1.02,8.5,4.0,-1.4,9.4
20050118,1,4,0.7,1.0159,0.81,6.0,3.6,-2.0,9.2
20050119,1,7,0.81,0.9966,0.25,0.0,6.3,5.2,7.4
20050120,1,1,0.65,1.0114,1.04,8.5,7.4,3.0,11.8
20050121,1,5,0.82,1.008,0.7,4.0,7.4,1.8,13.0
20050122,1,2,0.74,1.0083,1.03,8.4,7.5,2.4,12.6
20050123,1,4,0.59,1.0135,0.66,4.0,5.6,1.0,10.2
20050124,1,6,0.87,1.003,0.53,3.4,5.3,3.2,7.4
20050125,1,7,0.79,0.9962,0.52,1.0,4.3,1.4,7.2
20050126,1,5,0.7,0.9934,0.83,5.6,3.5,0.4,6.6
20050127,1,7,0.78,1.0013,0.37,0.0,2.7,0.4,5.0
20050128,1,6,0.82,1.0047,0.57,2.6,3.1,1.2,5.0
20050129,1,7,0.75,1.0016,0.22,0.0,2.2,0.2,4.2
20050130,1,5,0.57,1.0125,0.59,1.8,3.7,0.8,6.6
20050131,1,0,0.59,1.0194,1.22,8.9,2.8,-2.0,7.6
20050201,2,3,0.78,1.0138,0.47,0.4,3.5,-1.4,8.4
20050202,2,0,0.52,1.0177,1.31,9.0,4.7,0.4,9.0
20050203,2,2,0.72,1.0212,0.93,6.2,4.6,-1.6,10.8
20050204,2,0,0.6,1.0251,1.29,9.0,6.0,0.8,11.2
20050205,2,1,0.52,1.0245,1.28,8.7,4.1,-0.2,8.4
20050206,2,2,0.64,1.0258,1.16,7.4,4.0,-1.8,9.8
20050207,2,1,0.65,1.0281,1.19,8.6,4.9,-0.4,10.2
20050208,2,1,0.64,1.0303,1.15,7.8,5.8,0.0,11.6
20050209,2,1,0.62,1.0287,1.28,8.9,5.5,-0.2,11.2
20050210,2,0,0.64,1.0307,1.29,8.4,5.1,-0.4,10.6
20050211,2,3,0.58,1.0301,1.15,6.4,5.1,-1.0,11.2
20050212,2,6,0.88,1.0196,0.36,0.0,9.1,7.0,11.2
20050213,2,5,0.72,1.0013,1.26,6.7,11.7,8.0,15.4
20050214,2,7,0.72,0.989,0.08,0.0,7.6,6.0,9.2
20050215,2,5,0.6,0.9912,0.94,3.6,4.6,2.0,7.2
20050216,2,3,0.6,0.9999,1.04,4.8,4.8,0.6,9.0
20050217,2,4,0.62,1.0063,1.13,6.0,7.0,1.8,12.2
20050218,2,1,0.62,1.0125,1.49,9.2,6.7,1.4,12.0
20050219,2,4,0.68,1.0103,1.12,6.0,6.2,1.0,11.4
20050220,2,6,0.79,1.0008,1.0,4.3,6.8,4.4,9.2
